var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99622357,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4102356,,0.9670825,,,,,,,,,,0.52806216,0.9953903,,0.7842882,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31688622,,,,,,,,,,,,,,,,,,,0.41739398,,,0.9731426,,,,,,,,,,0.45904958,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40683523,,,,,,,,,,,,,,,,,0.81245506,,,0.925304,,,,,,,,,,0.9501942,,,,0.30833673,,,,0.85456365,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7383392,,,,0.9870674,,,,,,0.9859272,,,0.94178164,,,,0.64782506,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8745647,,,,,,,,,,,0.9730113,,0.81573474,0.54578537,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981674,,,,,,,,,,0.98616123,,,,0.85804933,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980452,,,,,,,,,,0.9202786,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75353754,0.97951347,,0.91102844,0.9807748,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501417,,,,0.4665838,,,,,,,,,,0.8252303,,,,,,0.97403324,,,,,,,,,,0.6391844,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98102504,,,,,,,,,,0.90552294,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9666754,,,,,,,,,,0.98623115,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32262176,0.3180516,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0.3267372,,,,,,,,,,,,,,0.5259421,,,,,,,,,,,,,,,,,,,,,,0.9213834,,,,,,,,,,0.8429601,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9921922,,,,,,,,,,0.91729933,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55512875,,,,,,,,,,,,,,,,,,,0.8451067,,,,,,,,,,,,,0.41161984,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7671653,,0.70415354,,,,,,,,,,,,,,,0.99521965,,,,,,0.35479286,,,,,,,,,,0.6291095,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54313743,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39874482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9750268,0.98484737,,,0.9687075,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99481046,,,,,,,,,,0.98268557,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68871015,,,,,,,,,,,,,,,,,,,,,,0.9932039,,,,,,,,,,0.57133526,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993256,,,,,,,,,,0.88543904,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89163536,,0.68173945,,,,0.5354167,,,,,,,,,,,,,,,,,,,,,,,0.99453884,0.9880555,,0.6684333,0.99696976,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3822433,0.981743,,0.5995104,0.9340239,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984478,,,,,,,,,,0.4901372,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99746966,,,,,,,,,,0.89290136,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3123779,,0.89126873,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5097361,,,,,,,,,,,,,,,,,,,,,,0.9969548,,,,,,,,,,0.9676495,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40613747,,,,,0.8878802,,,,,,,,,,0.6191574,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8692452,,0.9682939,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38013732,,0.8984182,,,,,,,,,,,,,,,,,0.89766705,,,,,,,,,,,0.34833106,,0.5788112,0.7934546,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7724947,,0.4539179,,,,,,,,,,,,,,,,,,,,0.9979406,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8239625,,,,,,0.4199535,,,,,,,,,,,,,,,,,,,,,,,,0.89293605,,0.856221,0.857969,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8712081,,0.838357,,,,,,,,,,,,,,,,,,,,0.99505854,,,,,,,,,,0.88100433,0.6866312,,0.39877236,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48880866,,,,,,,,,,,0.9830618,,0.76307166,,0.8745795,,,,,,,,,,0.5663581,,0.33823124,,,0.8863158,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6643251,,,,,,,,,,,,,,,,,,,,0.9909478,,,,,,,,,,0.8641107,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99857163,,,,,,,,,,0.89274085,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92711514,,,,,,,,,,0.8432379,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74471253,0.8863481,,0.68151087,,,0.84004146,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44347706,,,,,,,,,,,,,,,,,,,,,,0.9922311,,,,,,,,,,0.9750573,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7897893,,,,,,0.8839216,,,,,,,,,,,,,,,,0.9211022,,,,,,,,,,0.8708732,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80809134,,,,,,,,,,,,,,,,,,,,,,0.99353045,,,,,,,,,,0.93667895,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76314616,,,,,,,,,,,0.49220273,,0.4232504,,,,,,,,,,,,,,,,0.8166752,0.31243414,,,0.45527077,,,,,,,,,,0.9847009,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9884532,,,,,,,,,,0.6380451,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9906013,,,,0.3413786,,,,,,,,0.9620496,0.8661195,,0.7841624,0.60816014,,,,,,,,0
0.3015916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983353,,,,,,,,,,0.9344302,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4569789,,,,,,,,,,,,,,,,,,,,,,0.99784696,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99520904,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60641867,,,,,,,,,,,,,,,,,,,,,,0.99845016,,,,,,,,,,0.9296634,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8915802,,,,,,,,,,,,,,,,,0.9636457,,0.9332559,,,,,,,,,,,0.97699827,,,0.9725964,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9916535,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36659083,,,,,,,,,,,,,,,,,0.9791118,,,,,,,,,,0.91303813,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8892275,,,,,,,,,,,,,,,,,,,,,,0.99945575,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894247,,0.4212671,,,,0.6294526,,,,,,,,,,,0.9473338,,,,0.75676936,,,,,,,,0.6665517,0.9928041,0.38416657,0.3711662,,,0.67839915,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9734797,,,,,,,,,,,,,,,,,,,,,,0.99368346,,,,,,,,,,0.94287455,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9124947,0.8758746,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98728,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5143154,,,,,0.99903107,,,,,,,,,,0.3990722,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95382655,,,,,,,,0.3200512,,0.80425376,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9478693,,,,,,,,,,,,,,,,,,,,,,0.9942227,,,,,,,,,,0.94124144,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936854,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954163,,,,,,,,,,0.6295266,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847281,,,,,,,,,,,,,,,,,,,,,,0.9555578,,,,,,,,,,0.5457204,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,0.594704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99275255,,,,,,,,,,0.82191974,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9241426,,,,,,,,,,0.976005,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9588631,,,,,,0.98056376,,,,0.30160132,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9665875,,,0.47787735,0.5479847,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99547136,,,,0.3391448,,,,,,,,,,,,,,0.41136977,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34523094,,,,,,,,,0.8673454,0.9197189,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39083308,,,,,,,,,,,,,,,,,,,,0.37567592,,0.99665713,,,,,,,,,,0.83560926,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6413703,,,,,,,,,,,,,,,,,,,,0.9176396,,,,,,,,,,0.9752289,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9545843,0.61978906,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54946005,,,0.98457646,,,,,,,,,,0.3679976,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32932574,,,,,,,,,,,,,,,,,,,0.84270465,,,,,,,,,,0.7887536,0.9872212,,0.34759066,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36222285,,0.41761392,,,,,,,,,,,,,,,,,,,,0.81376415,,,,,,,,,,0.34773824,,,,,,,,,1
,,0.35565957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82166195,,,,,,,,,,0.4789193,,,0.7396155,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.840954,,,,,,,,,,,,,,,,,,,,,,0.32936907,,,,,,,,,,0.60609186,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86360794,,,,,,,,,,0.6885095,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41212878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97405416,,,,,,0.483596,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744898,,0.4201793,,,,,,,,,,,,,,,,,,,0.74494374,,,,,,,,,,,0.4806633,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5820362,,,,,,,,,,,,,0.92434895,,,,,,0.9447342,,,,,,,,,,,,,,,,,,,,,,,,,,0.8541549,,,,,0.41603398,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31989112,,,,,,0.43126202,,,,,,,,,,,,,,,,,0.6512802,,,,,,,0.97476715,,,0.984218,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3856703,,,0.99832803,,,,,,,,,,0.4420998,,,,0.78442806,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99778914,,,,,,,,,,0.9760459,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8893769,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4600386,,,,,,,,,,,,,,,,,0.9543879,,,,,0.36979577,,,,,,,,0.982051,,0.46661445,0.9848396,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8672958,,,,,,,,,,,,,,,,,,,,,,0.99920386,,,,,,,,,,0.9294018,,,,,,,,,1
0.7496643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94567966,,0.9902624,,,,0.7405672,,,,,,,,,,,0.9848066,,,,,,0.44351757,,,,,,,0.97634697,,0.5850549,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98969895,,,,,,,,,,0.94215566,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69821423,,0.4615559,,,,0.8117516,,,,,,,,,,,,,,,,0.9954417,,,,,,,,,,0.9377757,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45170996,,0.32768172,,,,,,,,,,,,,,,,,,,,0.8372392,,,,,,,,,,0.89464694,,,,,,,,,1
0.4394282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99594444,,0.37248853,,0.6072029,,,,,,,,,0.9729269,,,,0.641894,,,,,,,0
0.39523432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9539781,,,,,,0.775913,,,,,,,,,,,,,,,,,,,,,,,0.9144438,0.98589075,,0.90402645,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97646093,,,0.953019,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8203671,0.9941723,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31501248,,,,,0.97972804,,,,,,,,,,,,,,,,,,,1
0.43275926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5684834,,,,,,0.36113703,,,,,,,,,,,0.86933064,,,,,,,,,,,,,0.40250754,,,0.98680645,0.3933943,,,,,,,0
0.8636362,,,,,,,,,,,,,,,,,,,,,,,,0.669569,,,,,,,,,,,,,,,0.9587555,,0.54742295,,,,,,,,,,,,,,,,,,,,0.9970419,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3323707,,,,,,,,,,,,,,,,,,,,0.9697213,,,,,,,,,,0.94981605,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4159814,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8912414,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9703216,,,,,,,,,,,,,,,,,,,,,,0.77496964,,,,,,,,,,0.95113885,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9963111,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9783773,0.96961033,,0.9139435,0.9974113,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88363093,,,,,,,,,,,,,,,,,,,1
,,,,0.4692466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99668235,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6070115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99249625,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968766,,,,,,,,,,0.32870686,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9571273,,,,,,,,,,,,0.9929806,0.8578299,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987909,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57535785,,0.62431437,,,,,,,,,,,,,,,0.592646,,,,,,,,,,,,0.6290436,0.9645354,,0.6659031,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9786693,,,,,,,,,,,,,,,,,,,,,,0.9538989,,,,,,,,,,0.70130247,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9840912,,,,,,,,,,0.98233837,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42416498,,,,,,0.34230828,,,,,,,,,,,,,,,,,,,,,,,0.9934481,0.99770147,,0.89947045,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8513256,,,,,,,,,,,,,,,,0.61520827,,,,,,,0.9942729,0.9967734,,,0.993729,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0.42020044,,,,,,,,,,,,,,,0.3854682,,,,,,,,,,,,,,,,,,,,,,0.98761404,,,,,,,,,,0.9837054,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83892256,,,,,,,,,,,,,,,,,,,,,,0.9906504,,,,,,,,,,0.91496205,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72072697,,,,,,,,,,,,,,,,,,,,,,,,0.97105455,,0.9620785,0.779177,,,,,,,,0
,,,,,,,,,,,,,,,0.75341755,,,,,,,,,,,,,,,,,,,,,,,,0.7160189,,,,,,,,,,,,,,,,,,,,,,0.9772052,,,,,,,,,,0.8795112,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928814,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99200493,,,,,,,,,,0.41913998,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8856105,,0.4107746,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9662922,,,0.723216,,,,0.3421694,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92943025,,,,,,,,,,,,,,,,,,,,,,0.94336444,,,,,,,,,,0.9342046,0.4910604,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5182524,,,,,,,,,,,,,,,,,,,0.40490115,,,,,,,,0.99226177,0.98497504,,,0.99438405,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9938792,,,,,,,,,,0.88307065,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9275033,,,,,,,,,,,,,,,,,,,,,,0.9890086,,,,,,,,,,0.34385282,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99705935,,0.955054,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7902951,,,,,,,,,,,,,,,,,,,,,,0.91717076,,,,,,,,,,0.56879544,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9920243,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5098091,,0.8157868,,,,,,,,,,,,,,,,,,,,0.93170273,,,,,,,,,,0.95727515,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3356873,,,,,,,,,,,,,,,,,0.98214555,,,,,,,,,,,,,,,0.95171744,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4287923,,,,,,,,0.6417557,,0.45186943,,,,,,,,,0.9007672,,0.80531514,,,,,,,,,,,0.8879188,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30886576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99488044,,0.94902366,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9704649,,,,,,,,,,0.9674819,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948567,,,,,,,,,,0.7364008,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98741674,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39877844,,0.9978811,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9621599,,,,,,,,,,0.9452943,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33603147,,,,,,,,,,,,,,,,,0.87341046,,0.38921624,,,,,,,,,,0.85998917,0.970628,,,0.8003918,,0.9356922,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
